filepath,modality,channel,emotion,intensity,statement,repetition,actor,gender,label
../data/Actor_06\03-02-05-02-02-01-06.wav,3,2,5,2,2,1,6,female,angry
../data/Actor_06\03-02-05-02-02-02-06.wav,3,2,5,2,2,2,6,female,angry
../data/Actor_06\03-02-06-01-01-01-06.wav,3,2,6,1,1,1,6,female,fearful
../data/Actor_06\03-02-06-01-01-02-06.wav,3,2,6,1,1,2,6,female,fearful
../data/Actor_06\03-02-06-01-02-01-06.wav,3,2,6,1,2,1,6,female,fearful
../data/Actor_06\03-02-06-01-02-02-06.wav,3,2,6,1,2,2,6,female,fearful
../data/Actor_06\03-02-06-02-01-01-06.wav,3,2,6,2,1,1,6,female,fearful
../data/Actor_06\03-02-06-02-01-02-06.wav,3,2,6,2,1,2,6,female,fearful
../data/Actor_06\03-02-06-02-02-01-06.wav,3,2,6,2,2,1,6,female,fearful
../data/Actor_06\03-02-06-02-02-02-06.wav,3,2,6,2,2,2,6,female,fearful
../data/Actor_07\03-01-01-01-01-01-07.wav,3,1,1,1,1,1,7,male,neutral
../data/Actor_07\03-01-01-01-01-02-07.wav,3,1,1,1,1,2,7,male,neutral
../data/Actor_07\03-01-01-01-02-01-07.wav,3,1,1,1,2,1,7,male,neutral
../data/Actor_07\03-01-01-01-02-02-07.wav,3,1,1,1,2,2,7,male,neutral
../data/Actor_07\03-01-02-01-01-01-07.wav,3,1,2,1,1,1,7,male,calm
../data/Actor_07\03-01-02-01-01-02-07.wav,3,1,2,1,1,2,7,male,calm
../data/Actor_07\03-01-02-01-02-01-07.wav,3,1,2,1,2,1,7,male,calm
../data/Actor_07\03-01-02-01-02-02-07.wav,3,1,2,1,2,2,7,male,calm
../data/Actor_07\03-01-02-02-01-01-07.wav,3,1,2,2,1,1,7,male,calm
../data/Actor_07\03-01-02-02-01-02-07.wav,3,1,2,2,1,2,7,male,calm
../data/Actor_07\03-01-02-02-02-01-07.wav,3,1,2,2,2,1,7,male,calm
../data/Actor_07\03-01-02-02-02-02-07.wav,3,1,2,2,2,2,7,male,calm
../data/Actor_07\03-01-03-01-01-01-07.wav,3,1,3,1,1,1,7,male,happy
../data/Actor_07\03-01-03-01-01-02-07.wav,3,1,3,1,1,2,7,male,happy
../data/Actor_07\03-01-03-01-02-01-07.wav,3,1,3,1,2,1,7,male,happy
../data/Actor_07\03-01-03-01-02-02-07.wav,3,1,3,1,2,2,7,male,happy
../data/Actor_07\03-01-03-02-01-01-07.wav,3,1,3,2,1,1,7,male,happy
../data/Actor_07\03-01-03-02-01-02-07.wav,3,1,3,2,1,2,7,male,happy
../data/Actor_07\03-01-03-02-02-01-07.wav,3,1,3,2,2,1,7,male,happy
../data/Actor_07\03-01-03-02-02-02-07.wav,3,1,3,2,2,2,7,male,happy
../data/Actor_07\03-01-04-01-01-01-07.wav,3,1,4,1,1,1,7,male,sad
../data/Actor_07\03-01-04-01-01-02-07.wav,3,1,4,1,1,2,7,male,sad
../data/Actor_07\03-01-04-01-02-01-07.wav,3,1,4,1,2,1,7,male,sad
../data/Actor_07\03-01-04-01-02-02-07.wav,3,1,4,1,2,2,7,male,sad
../data/Actor_07\03-01-04-02-01-01-07.wav,3,1,4,2,1,1,7,male,sad
../data/Actor_07\03-01-04-02-01-02-07.wav,3,1,4,2,1,2,7,male,sad
../data/Actor_07\03-01-04-02-02-01-07.wav,3,1,4,2,2,1,7,male,sad
../data/Actor_07\03-01-04-02-02-02-07.wav,3,1,4,2,2,2,7,male,sad
../data/Actor_07\03-01-05-01-01-01-07.wav,3,1,5,1,1,1,7,male,angry
../data/Actor_07\03-01-05-01-01-02-07.wav,3,1,5,1,1,2,7,male,angry
../data/Actor_07\03-01-05-01-02-01-07.wav,3,1,5,1,2,1,7,male,angry
../data/Actor_07\03-01-05-01-02-02-07.wav,3,1,5,1,2,2,7,male,angry
../data/Actor_07\03-01-05-02-01-01-07.wav,3,1,5,2,1,1,7,male,angry
../data/Actor_07\03-01-05-02-01-02-07.wav,3,1,5,2,1,2,7,male,angry
../data/Actor_07\03-01-05-02-02-01-07.wav,3,1,5,2,2,1,7,male,angry
../data/Actor_07\03-01-05-02-02-02-07.wav,3,1,5,2,2,2,7,male,angry
../data/Actor_07\03-01-06-01-01-01-07.wav,3,1,6,1,1,1,7,male,fearful
../data/Actor_07\03-01-06-01-01-02-07.wav,3,1,6,1,1,2,7,male,fearful
../data/Actor_07\03-01-06-01-02-01-07.wav,3,1,6,1,2,1,7,male,fearful
../data/Actor_07\03-01-06-01-02-02-07.wav,3,1,6,1,2,2,7,male,fearful
../data/Actor_07\03-01-06-02-01-01-07.wav,3,1,6,2,1,1,7,male,fearful
../data/Actor_07\03-01-06-02-01-02-07.wav,3,1,6,2,1,2,7,male,fearful
../data/Actor_07\03-01-06-02-02-01-07.wav,3,1,6,2,2,1,7,male,fearful
../data/Actor_07\03-01-06-02-02-02-07.wav,3,1,6,2,2,2,7,male,fearful
../data/Actor_07\03-01-07-01-01-01-07.wav,3,1,7,1,1,1,7,male,disgust
../data/Actor_07\03-01-07-01-01-02-07.wav,3,1,7,1,1,2,7,male,disgust
../data/Actor_07\03-01-07-01-02-01-07.wav,3,1,7,1,2,1,7,male,disgust
../data/Actor_07\03-01-07-01-02-02-07.wav,3,1,7,1,2,2,7,male,disgust
../data/Actor_07\03-01-07-02-01-01-07.wav,3,1,7,2,1,1,7,male,disgust
../data/Actor_07\03-01-07-02-01-02-07.wav,3,1,7,2,1,2,7,male,disgust
../data/Actor_07\03-01-07-02-02-01-07.wav,3,1,7,2,2,1,7,male,disgust
../data/Actor_07\03-01-07-02-02-02-07.wav,3,1,7,2,2,2,7,male,disgust
../data/Actor_07\03-01-08-01-01-01-07.wav,3,1,8,1,1,1,7,male,surprised
../data/Actor_07\03-01-08-01-01-02-07.wav,3,1,8,1,1,2,7,male,surprised
../data/Actor_07\03-01-08-01-02-01-07.wav,3,1,8,1,2,1,7,male,surprised
../data/Actor_07\03-01-08-01-02-02-07.wav,3,1,8,1,2,2,7,male,surprised
../data/Actor_07\03-01-08-02-01-01-07.wav,3,1,8,2,1,1,7,male,surprised
../data/Actor_07\03-01-08-02-01-02-07.wav,3,1,8,2,1,2,7,male,surprised
../data/Actor_07\03-01-08-02-02-01-07.wav,3,1,8,2,2,1,7,male,surprised
../data/Actor_07\03-01-08-02-02-02-07.wav,3,1,8,2,2,2,7,male,surprised
../data/Actor_07\03-02-01-01-01-01-07.wav,3,2,1,1,1,1,7,male,neutral
../data/Actor_07\03-02-01-01-01-02-07.wav,3,2,1,1,1,2,7,male,neutral
../data/Actor_07\03-02-01-01-02-01-07.wav,3,2,1,1,2,1,7,male,neutral
../data/Actor_07\03-02-01-01-02-02-07.wav,3,2,1,1,2,2,7,male,neutral
../data/Actor_07\03-02-02-01-01-01-07.wav,3,2,2,1,1,1,7,male,calm
../data/Actor_07\03-02-02-01-01-02-07.wav,3,2,2,1,1,2,7,male,calm
../data/Actor_07\03-02-02-01-02-01-07.wav,3,2,2,1,2,1,7,male,calm
../data/Actor_07\03-02-02-01-02-02-07.wav,3,2,2,1,2,2,7,male,calm
../data/Actor_07\03-02-02-02-01-01-07.wav,3,2,2,2,1,1,7,male,calm
../data/Actor_07\03-02-02-02-01-02-07.wav,3,2,2,2,1,2,7,male,calm
../data/Actor_07\03-02-02-02-02-01-07.wav,3,2,2,2,2,1,7,male,calm
../data/Actor_07\03-02-02-02-02-02-07.wav,3,2,2,2,2,2,7,male,calm
../data/Actor_07\03-02-03-01-01-01-07.wav,3,2,3,1,1,1,7,male,happy
../data/Actor_07\03-02-03-01-01-02-07.wav,3,2,3,1,1,2,7,male,happy
../data/Actor_07\03-02-03-01-02-01-07.wav,3,2,3,1,2,1,7,male,happy
../data/Actor_07\03-02-03-01-02-02-07.wav,3,2,3,1,2,2,7,male,happy
../data/Actor_07\03-02-03-02-01-01-07.wav,3,2,3,2,1,1,7,male,happy
../data/Actor_07\03-02-03-02-01-02-07.wav,3,2,3,2,1,2,7,male,happy
../data/Actor_07\03-02-03-02-02-01-07.wav,3,2,3,2,2,1,7,male,happy
../data/Actor_07\03-02-03-02-02-02-07.wav,3,2,3,2,2,2,7,male,happy
../data/Actor_07\03-02-04-01-01-01-07.wav,3,2,4,1,1,1,7,male,sad
../data/Actor_07\03-02-04-01-01-02-07.wav,3,2,4,1,1,2,7,male,sad
../data/Actor_07\03-02-04-01-02-01-07.wav,3,2,4,1,2,1,7,male,sad
../data/Actor_07\03-02-04-01-02-02-07.wav,3,2,4,1,2,2,7,male,sad
../data/Actor_07\03-02-04-02-01-01-07.wav,3,2,4,2,1,1,7,male,sad
../data/Actor_07\03-02-04-02-01-02-07.wav,3,2,4,2,1,2,7,male,sad
../data/Actor_07\03-02-04-02-02-01-07.wav,3,2,4,2,2,1,7,male,sad
../data/Actor_07\03-02-04-02-02-02-07.wav,3,2,4,2,2,2,7,male,sad
../data/Actor_07\03-02-05-01-01-01-07.wav,3,2,5,1,1,1,7,male,angry
../data/Actor_07\03-02-05-01-01-02-07.wav,3,2,5,1,1,2,7,male,angry
../data/Actor_07\03-02-05-01-02-01-07.wav,3,2,5,1,2,1,7,male,angry
../data/Actor_07\03-02-05-01-02-02-07.wav,3,2,5,1,2,2,7,male,angry
../data/Actor_07\03-02-05-02-01-01-07.wav,3,2,5,2,1,1,7,male,angry
../data/Actor_07\03-02-05-02-01-02-07.wav,3,2,5,2,1,2,7,male,angry
../data/Actor_07\03-02-05-02-02-01-07.wav,3,2,5,2,2,1,7,male,angry
../data/Actor_07\03-02-05-02-02-02-07.wav,3,2,5,2,2,2,7,male,angry
../data/Actor_07\03-02-06-01-01-01-07.wav,3,2,6,1,1,1,7,male,fearful
../data/Actor_07\03-02-06-01-01-02-07.wav,3,2,6,1,1,2,7,male,fearful
../data/Actor_07\03-02-06-01-02-01-07.wav,3,2,6,1,2,1,7,male,fearful
../data/Actor_07\03-02-06-01-02-02-07.wav,3,2,6,1,2,2,7,male,fearful
../data/Actor_07\03-02-06-02-01-01-07.wav,3,2,6,2,1,1,7,male,fearful
../data/Actor_07\03-02-06-02-01-02-07.wav,3,2,6,2,1,2,7,male,fearful
../data/Actor_07\03-02-06-02-02-01-07.wav,3,2,6,2,2,1,7,male,fearful
../data/Actor_07\03-02-06-02-02-02-07.wav,3,2,6,2,2,2,7,male,fearful
../data/Actor_08\03-01-01-01-01-01-08.wav,3,1,1,1,1,1,8,female,neutral
../data/Actor_08\03-01-01-01-01-02-08.wav,3,1,1,1,1,2,8,female,neutral
../data/Actor_08\03-01-01-01-02-01-08.wav,3,1,1,1,2,1,8,female,neutral
../data/Actor_08\03-01-01-01-02-02-08.wav,3,1,1,1,2,2,8,female,neutral
../data/Actor_08\03-01-02-01-01-01-08.wav,3,1,2,1,1,1,8,female,calm
../data/Actor_08\03-01-02-01-01-02-08.wav,3,1,2,1,1,2,8,female,calm
../data/Actor_08\03-01-02-01-02-01-08.wav,3,1,2,1,2,1,8,female,calm
../data/Actor_08\03-01-02-01-02-02-08.wav,3,1,2,1,2,2,8,female,calm
../data/Actor_08\03-01-02-02-01-01-08.wav,3,1,2,2,1,1,8,female,calm
../data/Actor_08\03-01-02-02-01-02-08.wav,3,1,2,2,1,2,8,female,calm
../data/Actor_08\03-01-02-02-02-01-08.wav,3,1,2,2,2,1,8,female,calm
../data/Actor_08\03-01-02-02-02-02-08.wav,3,1,2,2,2,2,8,female,calm
../data/Actor_08\03-01-03-01-01-01-08.wav,3,1,3,1,1,1,8,female,happy
../data/Actor_08\03-01-03-01-01-02-08.wav,3,1,3,1,1,2,8,female,happy
../data/Actor_08\03-01-03-01-02-01-08.wav,3,1,3,1,2,1,8,female,happy
../data/Actor_08\03-01-03-01-02-02-08.wav,3,1,3,1,2,2,8,female,happy
../data/Actor_08\03-01-03-02-01-01-08.wav,3,1,3,2,1,1,8,female,happy
../data/Actor_08\03-01-03-02-01-02-08.wav,3,1,3,2,1,2,8,female,happy
../data/Actor_08\03-01-03-02-02-01-08.wav,3,1,3,2,2,1,8,female,happy
../data/Actor_08\03-01-03-02-02-02-08.wav,3,1,3,2,2,2,8,female,happy
../data/Actor_08\03-01-04-01-01-01-08.wav,3,1,4,1,1,1,8,female,sad
../data/Actor_08\03-01-04-01-01-02-08.wav,3,1,4,1,1,2,8,female,sad
../data/Actor_08\03-01-04-01-02-01-08.wav,3,1,4,1,2,1,8,female,sad
../data/Actor_08\03-01-04-01-02-02-08.wav,3,1,4,1,2,2,8,female,sad
../data/Actor_08\03-01-04-02-01-01-08.wav,3,1,4,2,1,1,8,female,sad
../data/Actor_08\03-01-04-02-01-02-08.wav,3,1,4,2,1,2,8,female,sad
../data/Actor_08\03-01-04-02-02-01-08.wav,3,1,4,2,2,1,8,female,sad
../data/Actor_08\03-01-04-02-02-02-08.wav,3,1,4,2,2,2,8,female,sad
../data/Actor_08\03-01-05-01-01-01-08.wav,3,1,5,1,1,1,8,female,angry
../data/Actor_08\03-01-05-01-01-02-08.wav,3,1,5,1,1,2,8,female,angry
../data/Actor_08\03-01-05-01-02-01-08.wav,3,1,5,1,2,1,8,female,angry
../data/Actor_08\03-01-05-01-02-02-08.wav,3,1,5,1,2,2,8,female,angry
../data/Actor_08\03-01-05-02-01-01-08.wav,3,1,5,2,1,1,8,female,angry
../data/Actor_08\03-01-05-02-01-02-08.wav,3,1,5,2,1,2,8,female,angry
../data/Actor_08\03-01-05-02-02-01-08.wav,3,1,5,2,2,1,8,female,angry
../data/Actor_08\03-01-05-02-02-02-08.wav,3,1,5,2,2,2,8,female,angry
../data/Actor_08\03-01-06-01-01-01-08.wav,3,1,6,1,1,1,8,female,fearful
../data/Actor_08\03-01-06-01-01-02-08.wav,3,1,6,1,1,2,8,female,fearful
../data/Actor_08\03-01-06-01-02-01-08.wav,3,1,6,1,2,1,8,female,fearful
../data/Actor_08\03-01-06-01-02-02-08.wav,3,1,6,1,2,2,8,female,fearful
../data/Actor_08\03-01-06-02-01-01-08.wav,3,1,6,2,1,1,8,female,fearful
../data/Actor_08\03-01-06-02-01-02-08.wav,3,1,6,2,1,2,8,female,fearful
../data/Actor_08\03-01-06-02-02-01-08.wav,3,1,6,2,2,1,8,female,fearful
../data/Actor_08\03-01-06-02-02-02-08.wav,3,1,6,2,2,2,8,female,fearful
../data/Actor_08\03-01-07-01-01-01-08.wav,3,1,7,1,1,1,8,female,disgust
../data/Actor_08\03-01-07-01-01-02-08.wav,3,1,7,1,1,2,8,female,disgust
../data/Actor_08\03-01-07-01-02-01-08.wav,3,1,7,1,2,1,8,female,disgust
../data/Actor_08\03-01-07-01-02-02-08.wav,3,1,7,1,2,2,8,female,disgust
../data/Actor_08\03-01-07-02-01-01-08.wav,3,1,7,2,1,1,8,female,disgust
../data/Actor_08\03-01-07-02-01-02-08.wav,3,1,7,2,1,2,8,female,disgust
../data/Actor_08\03-01-07-02-02-01-08.wav,3,1,7,2,2,1,8,female,disgust
../data/Actor_08\03-01-07-02-02-02-08.wav,3,1,7,2,2,2,8,female,disgust
../data/Actor_08\03-01-08-01-01-01-08.wav,3,1,8,1,1,1,8,female,surprised
../data/Actor_08\03-01-08-01-01-02-08.wav,3,1,8,1,1,2,8,female,surprised
../data/Actor_08\03-01-08-01-02-01-08.wav,3,1,8,1,2,1,8,female,surprised
../data/Actor_08\03-01-08-01-02-02-08.wav,3,1,8,1,2,2,8,female,surprised
../data/Actor_08\03-01-08-02-01-01-08.wav,3,1,8,2,1,1,8,female,surprised
../data/Actor_08\03-01-08-02-01-02-08.wav,3,1,8,2,1,2,8,female,surprised
../data/Actor_08\03-01-08-02-02-01-08.wav,3,1,8,2,2,1,8,female,surprised
../data/Actor_08\03-01-08-02-02-02-08.wav,3,1,8,2,2,2,8,female,surprised
../data/Actor_08\03-02-01-01-01-01-08.wav,3,2,1,1,1,1,8,female,neutral
../data/Actor_08\03-02-01-01-01-02-08.wav,3,2,1,1,1,2,8,female,neutral
../data/Actor_08\03-02-01-01-02-01-08.wav,3,2,1,1,2,1,8,female,neutral
../data/Actor_08\03-02-01-01-02-02-08.wav,3,2,1,1,2,2,8,female,neutral
../data/Actor_08\03-02-02-01-01-01-08.wav,3,2,2,1,1,1,8,female,calm
../data/Actor_08\03-02-02-01-01-02-08.wav,3,2,2,1,1,2,8,female,calm
../data/Actor_08\03-02-02-01-02-01-08.wav,3,2,2,1,2,1,8,female,calm
../data/Actor_08\03-02-02-01-02-02-08.wav,3,2,2,1,2,2,8,female,calm
../data/Actor_08\03-02-02-02-01-01-08.wav,3,2,2,2,1,1,8,female,calm
../data/Actor_08\03-02-02-02-01-02-08.wav,3,2,2,2,1,2,8,female,calm
../data/Actor_08\03-02-02-02-02-01-08.wav,3,2,2,2,2,1,8,female,calm
../data/Actor_08\03-02-02-02-02-02-08.wav,3,2,2,2,2,2,8,female,calm
../data/Actor_08\03-02-03-01-01-01-08.wav,3,2,3,1,1,1,8,female,happy
../data/Actor_08\03-02-03-01-01-02-08.wav,3,2,3,1,1,2,8,female,happy
../data/Actor_08\03-02-03-01-02-01-08.wav,3,2,3,1,2,1,8,female,happy
../data/Actor_08\03-02-03-01-02-02-08.wav,3,2,3,1,2,2,8,female,happy
../data/Actor_08\03-02-03-02-01-01-08.wav,3,2,3,2,1,1,8,female,happy
../data/Actor_08\03-02-03-02-01-02-08.wav,3,2,3,2,1,2,8,female,happy
../data/Actor_08\03-02-03-02-02-01-08.wav,3,2,3,2,2,1,8,female,happy
../data/Actor_08\03-02-03-02-02-02-08.wav,3,2,3,2,2,2,8,female,happy
../data/Actor_08\03-02-04-01-01-01-08.wav,3,2,4,1,1,1,8,female,sad
../data/Actor_08\03-02-04-01-01-02-08.wav,3,2,4,1,1,2,8,female,sad
../data/Actor_08\03-02-04-01-02-01-08.wav,3,2,4,1,2,1,8,female,sad
../data/Actor_08\03-02-04-01-02-02-08.wav,3,2,4,1,2,2,8,female,sad
../data/Actor_08\03-02-04-02-01-01-08.wav,3,2,4,2,1,1,8,female,sad
../data/Actor_08\03-02-04-02-01-02-08.wav,3,2,4,2,1,2,8,female,sad
../data/Actor_08\03-02-04-02-02-01-08.wav,3,2,4,2,2,1,8,female,sad
../data/Actor_08\03-02-04-02-02-02-08.wav,3,2,4,2,2,2,8,female,sad
../data/Actor_08\03-02-05-01-01-01-08.wav,3,2,5,1,1,1,8,female,angry
../data/Actor_08\03-02-05-01-01-02-08.wav,3,2,5,1,1,2,8,female,angry
../data/Actor_08\03-02-05-01-02-01-08.wav,3,2,5,1,2,1,8,female,angry
../data/Actor_08\03-02-05-01-02-02-08.wav,3,2,5,1,2,2,8,female,angry
../data/Actor_08\03-02-05-02-01-01-08.wav,3,2,5,2,1,1,8,female,angry
../data/Actor_08\03-02-05-02-01-02-08.wav,3,2,5,2,1,2,8,female,angry
../data/Actor_08\03-02-05-02-02-01-08.wav,3,2,5,2,2,1,8,female,angry
../data/Actor_08\03-02-05-02-02-02-08.wav,3,2,5,2,2,2,8,female,angry
../data/Actor_08\03-02-06-01-01-01-08.wav,3,2,6,1,1,1,8,female,fearful
../data/Actor_08\03-02-06-01-01-02-08.wav,3,2,6,1,1,2,8,female,fearful
../data/Actor_08\03-02-06-01-02-01-08.wav,3,2,6,1,2,1,8,female,fearful
../data/Actor_08\03-02-06-01-02-02-08.wav,3,2,6,1,2,2,8,female,fearful
../data/Actor_08\03-02-06-02-01-01-08.wav,3,2,6,2,1,1,8,female,fearful
../data/Actor_08\03-02-06-02-01-02-08.wav,3,2,6,2,1,2,8,female,fearful
../data/Actor_08\03-02-06-02-02-01-08.wav,3,2,6,2,2,1,8,female,fearful
../data/Actor_08\03-02-06-02-02-02-08.wav,3,2,6,2,2,2,8,female,fearful
../data/Actor_09\03-01-01-01-01-01-09.wav,3,1,1,1,1,1,9,male,neutral
../data/Actor_09\03-01-01-01-01-02-09.wav,3,1,1,1,1,2,9,male,neutral
../data/Actor_09\03-01-01-01-02-01-09.wav,3,1,1,1,2,1,9,male,neutral
../data/Actor_09\03-01-01-01-02-02-09.wav,3,1,1,1,2,2,9,male,neutral
../data/Actor_09\03-01-02-01-01-01-09.wav,3,1,2,1,1,1,9,male,calm
../data/Actor_09\03-01-02-01-01-02-09.wav,3,1,2,1,1,2,9,male,calm
../data/Actor_09\03-01-02-01-02-01-09.wav,3,1,2,1,2,1,9,male,calm
../data/Actor_09\03-01-02-01-02-02-09.wav,3,1,2,1,2,2,9,male,calm
../data/Actor_09\03-01-02-02-01-01-09.wav,3,1,2,2,1,1,9,male,calm
../data/Actor_09\03-01-02-02-01-02-09.wav,3,1,2,2,1,2,9,male,calm
../data/Actor_09\03-01-02-02-02-01-09.wav,3,1,2,2,2,1,9,male,calm
../data/Actor_09\03-01-02-02-02-02-09.wav,3,1,2,2,2,2,9,male,calm
../data/Actor_09\03-01-03-01-01-01-09.wav,3,1,3,1,1,1,9,male,happy
../data/Actor_09\03-01-03-01-01-02-09.wav,3,1,3,1,1,2,9,male,happy
../data/Actor_09\03-01-03-01-02-01-09.wav,3,1,3,1,2,1,9,male,happy
../data/Actor_09\03-01-03-01-02-02-09.wav,3,1,3,1,2,2,9,male,happy
../data/Actor_09\03-01-03-02-01-01-09.wav,3,1,3,2,1,1,9,male,happy
../data/Actor_09\03-01-03-02-01-02-09.wav,3,1,3,2,1,2,9,male,happy
../data/Actor_09\03-01-03-02-02-01-09.wav,3,1,3,2,2,1,9,male,happy
../data/Actor_09\03-01-03-02-02-02-09.wav,3,1,3,2,2,2,9,male,happy
../data/Actor_09\03-01-04-01-01-01-09.wav,3,1,4,1,1,1,9,male,sad
../data/Actor_09\03-01-04-01-01-02-09.wav,3,1,4,1,1,2,9,male,sad
../data/Actor_09\03-01-04-01-02-01-09.wav,3,1,4,1,2,1,9,male,sad
../data/Actor_09\03-01-04-01-02-02-09.wav,3,1,4,1,2,2,9,male,sad
../data/Actor_09\03-01-04-02-01-01-09.wav,3,1,4,2,1,1,9,male,sad
../data/Actor_09\03-01-04-02-01-02-09.wav,3,1,4,2,1,2,9,male,sad
../data/Actor_09\03-01-04-02-02-01-09.wav,3,1,4,2,2,1,9,male,sad
../data/Actor_09\03-01-04-02-02-02-09.wav,3,1,4,2,2,2,9,male,sad
../data/Actor_09\03-01-05-01-01-01-09.wav,3,1,5,1,1,1,9,male,angry
../data/Actor_09\03-01-05-01-01-02-09.wav,3,1,5,1,1,2,9,male,angry
../data/Actor_09\03-01-05-01-02-01-09.wav,3,1,5,1,2,1,9,male,angry
../data/Actor_09\03-01-05-01-02-02-09.wav,3,1,5,1,2,2,9,male,angry
../data/Actor_09\03-01-05-02-01-01-09.wav,3,1,5,2,1,1,9,male,angry
../data/Actor_09\03-01-05-02-01-02-09.wav,3,1,5,2,1,2,9,male,angry
../data/Actor_09\03-01-05-02-02-01-09.wav,3,1,5,2,2,1,9,male,angry
../data/Actor_09\03-01-05-02-02-02-09.wav,3,1,5,2,2,2,9,male,angry
../data/Actor_09\03-01-06-01-01-01-09.wav,3,1,6,1,1,1,9,male,fearful
../data/Actor_09\03-01-06-01-01-02-09.wav,3,1,6,1,1,2,9,male,fearful
../data/Actor_09\03-01-06-01-02-01-09.wav,3,1,6,1,2,1,9,male,fearful
../data/Actor_09\03-01-06-01-02-02-09.wav,3,1,6,1,2,2,9,male,fearful
../data/Actor_09\03-01-06-02-01-01-09.wav,3,1,6,2,1,1,9,male,fearful
../data/Actor_09\03-01-06-02-01-02-09.wav,3,1,6,2,1,2,9,male,fearful
../data/Actor_09\03-01-06-02-02-01-09.wav,3,1,6,2,2,1,9,male,fearful
../data/Actor_09\03-01-06-02-02-02-09.wav,3,1,6,2,2,2,9,male,fearful
../data/Actor_09\03-01-07-01-01-01-09.wav,3,1,7,1,1,1,9,male,disgust
../data/Actor_09\03-01-07-01-01-02-09.wav,3,1,7,1,1,2,9,male,disgust
../data/Actor_09\03-01-07-01-02-01-09.wav,3,1,7,1,2,1,9,male,disgust
../data/Actor_09\03-01-07-01-02-02-09.wav,3,1,7,1,2,2,9,male,disgust
../data/Actor_09\03-01-07-02-01-01-09.wav,3,1,7,2,1,1,9,male,disgust
../data/Actor_09\03-01-07-02-01-02-09.wav,3,1,7,2,1,2,9,male,disgust
../data/Actor_09\03-01-07-02-02-01-09.wav,3,1,7,2,2,1,9,male,disgust
../data/Actor_09\03-01-07-02-02-02-09.wav,3,1,7,2,2,2,9,male,disgust
../data/Actor_09\03-01-08-01-01-01-09.wav,3,1,8,1,1,1,9,male,surprised
../data/Actor_09\03-01-08-01-01-02-09.wav,3,1,8,1,1,2,9,male,surprised
../data/Actor_09\03-01-08-01-02-01-09.wav,3,1,8,1,2,1,9,male,surprised
../data/Actor_09\03-01-08-01-02-02-09.wav,3,1,8,1,2,2,9,male,surprised
../data/Actor_09\03-01-08-02-01-01-09.wav,3,1,8,2,1,1,9,male,surprised
../data/Actor_09\03-01-08-02-01-02-09.wav,3,1,8,2,1,2,9,male,surprised
../data/Actor_09\03-01-08-02-02-01-09.wav,3,1,8,2,2,1,9,male,surprised
../data/Actor_09\03-01-08-02-02-02-09.wav,3,1,8,2,2,2,9,male,surprised
../data/Actor_09\03-02-01-01-01-01-09.wav,3,2,1,1,1,1,9,male,neutral
../data/Actor_09\03-02-01-01-01-02-09.wav,3,2,1,1,1,2,9,male,neutral
../data/Actor_09\03-02-01-01-02-01-09.wav,3,2,1,1,2,1,9,male,neutral
../data/Actor_09\03-02-01-01-02-02-09.wav,3,2,1,1,2,2,9,male,neutral
../data/Actor_09\03-02-02-01-01-01-09.wav,3,2,2,1,1,1,9,male,calm
../data/Actor_09\03-02-02-01-01-02-09.wav,3,2,2,1,1,2,9,male,calm
../data/Actor_09\03-02-02-01-02-01-09.wav,3,2,2,1,2,1,9,male,calm
../data/Actor_09\03-02-02-01-02-02-09.wav,3,2,2,1,2,2,9,male,calm
../data/Actor_09\03-02-02-02-01-01-09.wav,3,2,2,2,1,1,9,male,calm
../data/Actor_09\03-02-02-02-01-02-09.wav,3,2,2,2,1,2,9,male,calm
../data/Actor_09\03-02-02-02-02-01-09.wav,3,2,2,2,2,1,9,male,calm
../data/Actor_09\03-02-02-02-02-02-09.wav,3,2,2,2,2,2,9,male,calm
../data/Actor_09\03-02-03-01-01-01-09.wav,3,2,3,1,1,1,9,male,happy
../data/Actor_09\03-02-03-01-01-02-09.wav,3,2,3,1,1,2,9,male,happy
../data/Actor_09\03-02-03-01-02-01-09.wav,3,2,3,1,2,1,9,male,happy
../data/Actor_09\03-02-03-01-02-02-09.wav,3,2,3,1,2,2,9,male,happy
../data/Actor_09\03-02-03-02-01-01-09.wav,3,2,3,2,1,1,9,male,happy
../data/Actor_09\03-02-03-02-01-02-09.wav,3,2,3,2,1,2,9,male,happy
../data/Actor_09\03-02-03-02-02-01-09.wav,3,2,3,2,2,1,9,male,happy
../data/Actor_09\03-02-03-02-02-02-09.wav,3,2,3,2,2,2,9,male,happy
../data/Actor_09\03-02-04-01-01-01-09.wav,3,2,4,1,1,1,9,male,sad
../data/Actor_09\03-02-04-01-01-02-09.wav,3,2,4,1,1,2,9,male,sad
../data/Actor_09\03-02-04-01-02-01-09.wav,3,2,4,1,2,1,9,male,sad
../data/Actor_09\03-02-04-01-02-02-09.wav,3,2,4,1,2,2,9,male,sad
../data/Actor_09\03-02-04-02-01-01-09.wav,3,2,4,2,1,1,9,male,sad
../data/Actor_09\03-02-04-02-01-02-09.wav,3,2,4,2,1,2,9,male,sad
../data/Actor_09\03-02-04-02-02-01-09.wav,3,2,4,2,2,1,9,male,sad
../data/Actor_09\03-02-04-02-02-02-09.wav,3,2,4,2,2,2,9,male,sad
../data/Actor_09\03-02-05-01-01-01-09.wav,3,2,5,1,1,1,9,male,angry
